item,SemDis_glove_c_m
fork,0.83424
fork,0.9394
fork,0.95158
fork,0.94994
fork,0.89112
fork,0.98461
fork,0.93575
fork,0.97558
fork,1.11132
fork,1.02515
fork,0.90627
fork,0.87487
fork,0.98991
fork,1.01909
fork,1.0292
fork,0.9335
fork,0.90998
fork,1.00906
fork,0.9279
fork,1.01663
fork,0.98239
fork,0.96528
fork,0.92848
fork,0.97152
fork,1.0044
fork,0.95158
fork,1.0119
fork,0.93443
fork,1.03441
fork,0.97569
fork,1.00624
fork,0.94974
fork,0.91684
fork,1.0514
fork,0.97065
fork,1.03853
fork,0.94983
fork,1.01101
fork,0.94097
fork,1.07222
fork,0.95479
fork,0.92698
fork,1.05923
fork,0.94003
fork,1.05648
fork,1.05919
fork,1.05502
fork,0.979
fork,1.0074
fork,0.9342
fork,0.88429
fork,1.02826
fork,1.02289
fork,1.03184
fork,1.04419
fork,0.94103
fork,1.05919
fork,1.05876
fork,0.94161
fork,0.95885
fork,0.97224
fork,0.93245
fork,0.80704
fork,0.99092
fork,0.96059
fork,1.01391
fork,0.98847
fork,0.98489
fork,0.94693
fork,1.0068
fork,0.96953
fork,0.98846
fork,0.66998
fork,0.88424
fork,1.0502
fork,1.01727
fork,0.95677
fork,1.05423
fork,0.94025
fork,0.94083
fork,1.04952
fork,1.0487
fork,0.94885
fork,1.05795
fork,1.05703
fork,1.03595
fork,1.06505
fork,0.95158
fork,0.9648
fork,1.05918
fork,1.05936
fork,1.0592
fork,0.98847
fork,0.91365
fork,1.00656
fork,0.95511
fork,0.97845
fork,1.05044
fork,0.8558399999999999
fork,0.98489
fork,1.06031
fork,1.05868
fork,0.94541
fork,0.93827
fork,0.93731
fork,0.99494
fork,0.95344
fork,0.92801
fork,1.01734
fork,0.90756
fork,0.94251
fork,0.94072
fork,0.71319
fork,0.90351
fork,1.05826
fork,0.9954
fork,0.98489
fork,0.96953
fork,0.75295
fork,0.87487
fork,1.00619
fork,0.99341
fork,0.94187
fork,1.06617
fork,0.94618
fork,0.72142
fork,1.05948
fork,0.94203
fork,1.05557
fork,1.03995
fork,1.05978
fork,1.0576
fork,0.94099
fork,0.94102
fork,0.97711
fork,1.06705
fork,1.03628
fork,0.94605
fork,1.0703
fork,0.96071
fork,0.92583
fork,0.98495
fork,1.03692
fork,1.04623
fork,0.92169
fork,0.93786
fork,0.97077
fork,0.96894
fork,1.01734
fork,0.96953
fork,1.02289
fork,0.88751
fork,0.99036
fork,0.98966
fork,0.9445
fork,1.05579
fork,1.03808
fork,1.0406
fork,1.04338
fork,0.93459
fork,1.01674
fork,0.93887
fork,1.00632
fork,0.75295
fork,0.77408
fork,0.93053
fork,0.90889
fork,0.85946
fork,1.01734
fork,0.98034
fork,1.01734
fork,1.08637
fork,1.00624
fork,0.98605
fork,0.90444
fork,0.98847
fork,1.00132
fork,1.05265
fork,0.88424
fork,0.8558399999999999
fork,0.95158
fork,0.94179
fork,1.00068
fork,0.97077
fork,0.88424
fork,1.04525
fork,0.93991
fork,1.04831
fork,0.9409
fork,0.95158
fork,0.72142
fork,0.99662
fork,0.91542
fork,1.05358
fork,1.02119
