P_ID,Flow,Word count,NAs
0,0.5688578363791966,50,16

1,0.4881166596548746,50,19

2,0.4672006437830445,50,2

3,0.4906603401231188,50,19

4,0.5065564653769408,50,19

5,0.5431123922982565,50,4

6,0.49863242376372596,50,19

7,0.5656703574288456,50,17

8,0.4737890462665825,50,19

9,0.47118641568824393,50,2

10,0.5977081817673529,50,45

11,0.4587165424107194,50,13

12,0.48894239884365337,50,17

13,0.5010332903236562,50,19

14,0.49945909681830714,50,19

15,0.5117718026719904,50,19

16,0.5037367411539886,50,19

17,0.4909761186522801,50,40

18,0.3441632973125226,50,17

19,0.8343864614619325,50,6

20,0.5755796785482349,50,16

21,0.5355570336985762,50,19

22,0.49425652609304144,50,19

23,0.49467380851954085,50,19

24,0.49970542253642736,50,19

25,0.6644228729996071,50,8

26,0.503609087518323,50,19

27,0.19752619447759523,50,13

28,0.7069639537271363,50,4

29,0.7693211225800742,50,4

30,0.294834332202107,50,29

31,0.5113169764301175,50,19

32,0.9203722166498896,50,48

33,0.6605443399810128,50,3

34,0.5830869137544896,50,2

35,0.526480277799983,50,19

36,0.49113854448117467,50,19

37,0.5166341551853848,50,2

38,0.7764375158621053,50,3

39,0.4927797363338404,50,19

40,0.4779606643554925,50,19

41,0.5632734653167774,50,14

42,0.7535060953751862,50,1

43,0.5167932528483418,50,19

44,0.47997855136895495,50,19

45,0.5049668281123414,50,19

46,0.5510149881177334,50,19

47,0.4836797105493671,50,20

48,0.47494309435384885,50,2

49,0.44537457963448707,50,18

50,0.48472789406734956,50,19

51,1.0498403533065315,50,48

52,0.6391201766906008,50,13

53,0.5463489625750994,50,19

54,0.6357028618380781,50,1

55,0.5208678945798876,50,19

56,0.3056355961971593,50,9

57,0.5239794654699613,50,19

58,0.5197435140847066,50,1

59,0.5468001984608399,50,19

60,0.4761043521657904,50,19

61,0.4237836850426904,50,1

62,0.6887773869801573,50,17

63,0.5994379156488043,50,15

64,0.42807291238516276,50,10

65,0.5553276681922602,50,17

66,0.4962339035784618,50,9

67,0.7509312870551196,50,15

68,0.492048223730996,50,8

69,0.527839292612118,50,19

70,0.7512393734701917,50,46

71,0.4989436076309307,50,19

72,0.7538850365155682,50,14

73,0.5521205760841577,50,1

74,0.6026505866529697,50,0

75,0.5975126044740261,50,3

76,0.5420861618757927,50,40

77,0.5515568142088852,50,16

78,0.5858150517112543,50,2

79,0.6450309885408402,50,12

80,0.5892314007227042,50,38

81,0.6831382489562928,50,14

82,0.5188352976491041,50,19

83,0.5045723573129498,50,2

84,0.5692604866651736,50,7

85,0.721185030158488,50,7

86,0.891354480420156,50,48

87,0.5299941146758743,50,19

88,0.5140982473631854,50,14

89,0.5575710372109385,50,17

90,0.5783166117154442,50,0

91,0.5786529462902059,50,9

92,0.47800337853268726,50,19

93,0.5062002026161124,50,19

94,0.43256118008213906,50,19

95,0.43695355116681783,50,19

96,0.41407503210831714,50,14

97,0.5336296892409281,50,13

98,0.5314667979195046,50,19

99,0.5836896989144774,50,15

