P_ID,Flow,Word count,NAs
0,0.7275743006307386,20,1

1,0.7802603243562248,20,1

2,0.740173847008093,20,1

3,0.7118929430046462,20,1

4,0.7831938645382878,20,0

5,0.6837324253957142,20,1

6,0.7235310966650732,20,1

7,0.7044518423816432,20,2

8,0.6796899526998894,20,1

9,0.732002734112078,20,1

10,0.6879582055008551,20,1

11,0.7204602327731118,20,1

12,0.7696879405080379,20,2

13,0.6864524864050545,20,1

14,0.680057583272265,20,1

15,0.6919231199261044,20,1

16,0.7511442106174918,20,2

17,0.7647635074890465,20,1

18,0.7468219427614792,20,0

19,0.700484504972066,20,1

20,0.728315697261532,20,2

21,0.6964685760050228,20,2

22,0.779273661664058,20,1

23,0.7206422844776347,20,1

24,0.7186733370344885,20,1

