P_ID,Flow,Word count,NAs
0,0.7519249576464728,50,0

1,0.6919989925180001,50,1

2,0.7334084732117425,50,1

3,0.5760447488544066,50,8

4,0.45248564072436104,50,1

5,0.8177110159249773,50,0

6,0.7833090571763914,50,2

7,0.7713922257018767,50,5

8,0.749501792109164,50,0

9,0.7828618907137067,50,1

10,0.7411236071925733,50,0

11,0.7418251931163424,50,2

12,0.7280481208191566,50,0

13,0.8531173716574104,50,0

14,0.43538406545969666,50,2

15,0.7358157690964282,50,0

16,0.7261280650016797,50,3

17,0.7190273179888143,50,1

18,0.7510025058511081,50,1

19,0.700036293187242,50,3

20,0.7760145045373579,50,4

21,0.4500819127609077,50,1

22,0.7421586986345194,50,0

23,0.6819019694498819,50,10

24,0.6938133662221329,50,1

25,0.6719682009060394,50,1

26,0.6825819195159752,50,1

27,0.6993450722199896,50,1

28,0.761807204490154,50,0

29,0.7311050422078372,50,0

30,0.7168181552899853,50,2

31,0.7593564022018382,50,1

32,0.70360315324367,50,3

33,0.5213198065783844,50,0

34,0.45879331423343,50,16

35,0.7197453462697742,50,3

36,0.720561866153524,50,9

37,0.48490951305305924,50,2

38,0.8157637237240299,50,1

39,0.7430460907691989,50,0

40,0.8081917397917036,50,0

41,0.6739574922160863,50,1

42,0.7989499995735942,50,0

43,0.7851381061953446,50,1

44,0.40268702636675663,50,16

45,0.7567456225980572,50,0

46,0.3437776458713164,50,15

47,0.747792312704254,50,1

48,0.8077220088711068,50,0

49,0.7705662701329181,50,1

50,0.41269485025602626,50,1

51,0.7813969780904925,50,0

52,0.6921021462084235,50,0

53,0.7338016962824008,50,0

54,0.680081430840142,50,3

55,0.8297570612610679,50,0

56,0.8043289500894076,50,5

57,0.8347658700170295,50,2

58,0.8336447195359021,50,0

59,0.747342040325029,50,4

60,0.8124856285728393,50,1

61,0.7382250702651838,50,0

62,0.6966154853967981,50,3

63,0.7413556940793912,50,4

64,0.7395928082762848,50,3

65,0.7989461860571629,50,1

66,0.6914459405369107,50,0

67,0.7048956715345804,50,0

68,0.7501300785168254,50,0

69,0.788567046621709,50,1

70,0.7850995088959966,50,1

71,0.5338784153002837,50,1

72,0.7270929194462113,50,1

73,0.7267105583498227,50,3

74,0.639579946048143,50,0

75,0.591194649102104,50,0

76,0.6491714218055037,50,6

77,0.7798448762699655,50,2

78,0.8079246774866413,50,0

79,0.7092314232865399,50,0

80,0.7474426375444689,50,1

81,0.7694879123073193,50,4

82,0.6604404954641473,50,0

83,0.7772632347613352,50,0

84,0.7996177342849698,50,0

85,0.7271208727864616,50,2

86,0.8110805800972037,50,1

87,0.723992151171367,50,1

88,0.7012469147278054,50,3

89,0.7357196560066923,50,2

90,0.7697172712935484,50,7

91,0.7962224454013158,50,0

92,0.7844226754089845,50,2

93,0.7996220148366501,50,0

94,0.7183535492847919,50,2

95,0.7597029624390936,50,3

96,0.7573629380936963,50,0

97,0.5014651469062932,50,1

98,0.7449348305512363,50,0

99,0.7682056590092773,50,1

