P_ID,Flow,Word count,NAs
0,0.8262112086843467,30,1

1,0.6949965369513373,30,13

2,0.7712644734879501,30,11

3,0.8296294925856902,30,9

4,0.8240860875546736,30,12

5,0.7457512297335095,30,8

6,0.8167627197975662,30,9

7,0.7644172294921062,30,11

8,0.6958775689980831,30,12

9,0.762828302683491,30,14

10,0.7742815196199971,30,11

11,0.7394709373980526,30,12

12,0.7355791027311835,30,10

13,0.7468586889073346,30,12

14,0.7493518431186172,30,9

15,0.8457382332319863,30,12

16,0.7718635251858773,30,8

17,0.7325151895279137,30,2

18,0.8365332528144445,30,10

19,0.7505246517256908,30,9

20,0.7526622531613725,30,9

21,0.79296087018851,30,10

22,0.7821405002056382,30,10

23,0.8083532543913687,30,9

24,0.7750566737689166,30,14

25,0.7884486130016014,30,5

26,0.7900082940448429,30,12

27,0.6529310487311313,30,13

28,0.6508373614246713,30,13

29,0.6893476261238211,30,10

30,0.6913074402716015,30,10

31,0.7838920852990853,30,10

32,0.7966749610261928,30,12

33,0.8101471198476935,30,9

34,0.7718715728226127,30,11

35,0.7520313849231225,30,11

36,0.7408671060400653,30,11

37,0.7621051168194155,30,12

38,0.7314825227005531,30,11

39,0.7895082273377386,30,10

40,0.7247695681796855,30,10

41,0.7242347754317373,30,9

42,0.6628626354156403,30,12

43,0.7429276092882412,30,7

44,0.8441254858389172,30,10

45,0.7834695515948108,30,6

46,0.7339379549153353,30,11

47,0.8208158271623552,30,5

48,0.8052264405121532,30,10

49,0.7568619822255767,30,7

50,0.8123204978784382,30,11

51,0.8253749384211255,30,9

52,0.7814258332143789,30,10

53,0.679615210806064,30,12

54,0.6837259904140018,30,12

55,0.8231675693642767,30,6

56,0.8331327063624107,30,14

57,0.8097601253092499,30,14

58,0.6828945967379483,30,12

59,0.8278951601320474,30,6

60,0.7788746460521838,30,7

61,0.8261089876494586,30,11

62,0.8173672318964952,30,9

63,0.7809932208378347,30,10

64,0.8223733971028337,30,14

65,0.8124392791021439,30,6

66,0.7716791516732393,30,11

67,0.7601445961543141,30,13

68,0.8383965131252367,30,9

69,0.8296443398443536,30,13

70,0.8146357291101206,30,4

71,0.7548422572461218,30,11

72,0.7486034321099573,30,11

73,0.7751771640748467,30,12

74,0.7289667621249445,30,13

75,0.8001200257539085,30,11

76,0.7661053152040226,30,11

77,0.7654289208032282,30,12

78,0.7862161026700399,30,9

79,0.8450976892686661,30,9

80,0.7535657344672513,30,10

81,0.7802052793905272,30,11

82,0.7349628679286265,30,13

83,0.7676510161920872,30,10

84,0.8361390025263651,30,9

85,0.7243300641160195,30,12

86,0.8113540685799691,30,13

87,0.8260497579699252,30,4

88,0.7550194776308718,30,11

89,0.7398192563680895,30,11

90,0.7585340730533747,30,10

91,0.8146345700840972,30,11

92,0.7715252731790574,30,11

93,0.7773810506202,30,10

94,0.7513219866261205,30,11

95,0.7754113642491894,30,11

96,0.8383703553719313,30,9

97,0.7602208762587014,30,11

98,0.7706049302914304,30,11

99,0.8044832449966248,30,11

