P_ID,Flow,Word count,NAs
0,0.7898413390269369,23,2

1,0.7741074804921142,23,1

2,0.7414780730594707,23,3

3,0.7086403970808781,23,5

4,0.7864441461690085,23,3

5,0.7113409010399934,23,5

6,0.6623526581854082,23,3

7,0.7658074929839374,23,4

8,0.7755453301872766,23,6

9,0.7222280885653548,23,3

10,0.7723928121515249,23,4

11,0.7648151917520558,23,1

12,0.7433540290545717,23,1

13,0.7827896344843543,23,4

14,0.7648190665461377,23,2

15,0.758426076663085,23,3

16,0.7640774307450746,23,2

17,0.7331049026251233,23,2

18,0.7265183492873811,23,4

19,0.7595696398300451,23,2

20,0.7066512548842264,23,2

21,0.7711397839365121,23,4

22,0.7563872517423516,23,2

23,0.7607557609723756,23,4

24,0.7351950752212907,23,2

25,0.7313085483390863,23,4

26,0.721621074592498,23,3

27,0.7691360439566703,23,6

28,0.7703105112611573,23,2

29,0.7964668043016637,23,6

30,0.7120558092011394,23,3

31,0.8179795601280482,23,3

32,0.773491622057066,23,2

33,0.7584107502377274,23,7

34,0.745276206341772,23,4

35,0.7366088117139038,23,4

36,0.717718030753006,23,4

37,0.7485298567589965,23,0

38,0.7359575273231169,23,4

39,0.7244373338870883,23,3

40,0.7332067457857545,23,4

41,0.7433538155074937,23,0

42,0.7359511652589046,23,4

43,0.828339364058789,23,3

44,0.7644875190745185,23,2

45,0.7421246070935337,23,6

46,0.7410908213932494,23,2

47,0.7620653107977413,23,3

48,0.8036396985151834,23,2

49,0.7550697802775416,23,3

50,0.745141115824558,23,7

51,0.7229887361508334,23,3

52,0.7409933363114602,23,2

53,0.7326069474614751,23,2

54,0.7589830758812626,23,4

55,0.8102581660011765,23,5

56,0.76877035832558,23,2

57,0.7639509971066589,23,5

58,0.7717261785038283,23,4

59,0.7543732977133921,23,3

60,0.7729585013235981,23,4

61,0.7470503194491377,23,2

62,0.7522377495901168,23,2

63,0.8347977811695538,23,3

64,0.7630589254984564,23,3

65,0.7785026544389936,23,2

66,0.7352044847753909,23,6

67,0.74252111719059,23,4

68,0.7611866677301572,23,3

69,0.7642236803803629,23,2

70,0.8000402637504285,23,4

71,0.7601044420836495,23,3

72,0.7732347981186469,23,2

73,0.8093331070368869,23,4

74,0.7753442525781797,23,2

75,0.7870266211934881,23,2

76,0.7706904018924773,23,1

77,0.7346748332140753,23,5

78,0.7788263330355234,23,2

79,0.750224169402721,23,2

80,0.752027848293307,23,2

81,0.7300561264126982,23,3

82,0.7458029428219113,23,2

83,0.707211771372822,23,2

84,0.7132133096072979,23,3

85,0.7938612535979626,23,2

86,0.7461680411658693,23,2

87,0.813000781791084,23,4

88,0.7573983924453055,23,1

89,0.7543961878872718,23,2

90,0.7561610423550187,23,2

91,0.7579276127686482,23,2

92,0.8297868628642372,23,3

93,0.7971115434504201,23,4

94,0.7586245714327783,23,4

95,0.7341899369507523,23,2

96,0.7454791243471768,23,2

97,0.7506675765865432,23,3

98,0.7670175404632615,23,5

99,0.7614549201154106,23,2

